url,slug,gsc_evidence,current_title,current_meta,current_h1,classification,approved_title,approved_meta,reason,legal_notes
https://www.pinedayasociadoshn.com/blog/derecho-laboral/abogado-laboral-choluteca,abogado-laboral-choluteca,"score=22 imp=11 ctr=9.09 pos=4","Abogado Laboral Choluteca: Despidos | Pineda y Asociados","Despedido en Choluteca? Reclame su liquidación en 2 meses. Abogado laboral experto en despidos injustificados y prestaciones. ¡Contáctenos!","Abogado Laboral en Choluteca, Honduras: Despidos",APPROVED_TITLE_META,"Abogado laboral en Choluteca: despidos y liquidación","Asesoría laboral en Choluteca ante un despido injustificado: liquidación, prestaciones y opciones de reclamación.","Marca en title, claim 'liquidación en 2 meses' (no verificado) y '¡Contáctenos!' en meta. H1 ya válido.","METADATA_ONLY: se elimina la cifra '2 meses' de la meta (no verificada en esta intervención); el body conserva su contenido."
https://www.pinedayasociadoshn.com/blog/practica-legal/constituir-empresa-guia-paso-a-paso-honduras,constituir-empresa-guia-paso-a-paso-honduras,"score=19 imp=223 ctr=2.24 pos=42.2","Constituir Empresa en Honduras | Pineda y Asociados","Guía completa para constituir tu empresa en Honduras. Conoce los pasos, requisitos, costos y el marco legal con asesoría experta. ¡Inicia tu negocio hoy!","Constituir una empresa en Honduras",APPROVED_TITLE_META,"Constituir una empresa en Honduras: pasos y requisitos","Pasos, requisitos y costos para constituir una empresa en Honduras: trámite ante el registro y marco legal aplicable.","Marca en title y meta con 'Guía completa', 'asesoría experta' y '¡Inicia tu negocio hoy!'. H1 ya válido. Posición 42.2 con 223 impresiones.","METADATA_ONLY: sin hechos nuevos; pasos/requisitos ya en el body."
https://www.pinedayasociadoshn.com/blog/regulacion-sanitaria/responsabilidad-medica-mala-praxis-honduras,responsabilidad-medica-mala-praxis-honduras,"score=18 imp=130 ctr=7.69 pos=22.5","Mala Praxis Médica en Honduras | Pineda y Asociados","Conozca sus derechos y cómo reclamar indemnización por mala praxis médica en Honduras. Plazos, ley y pasos a seguir. Consulte a nuestros abogados.","Mala Praxis Medica en Honduras",APPROVED_TITLE_META_H1,"Mala praxis médica en Honduras: cómo reclamar","Sus derechos y cómo reclamar indemnización por mala praxis médica en Honduras: plazos, ley y pasos a seguir.","Marca en title, H1 sin tilde ('Medica') y meta con 'Consulte a nuestros abogados'. Se alinea y se corrige el H1.","METADATA_ONLY: sin cifras nuevas; plazos/ley ya en el body."
https://www.pinedayasociadoshn.com/blog/derecho-penal/allanamiento-ilegal-violacion-domicilio-honduras,allanamiento-ilegal-violacion-domicilio-honduras,"score=17 imp=49 ctr=2.04 pos=0","Allanamiento en Honduras: Derechos y Qué Hacer","Cuándo puede realizarse un allanamiento en Honduras, qué debe contener la orden judicial y cómo actuar sin obstaculizar a la autoridad.","Allanamiento en Honduras: Derechos y Qué Hacer",KEEP_NO_CHANGE,"Allanamiento en Honduras: Derechos y Qué Hacer","Cuándo puede realizarse un allanamiento en Honduras, qué debe contener la orden judicial y cómo actuar sin obstaculizar a la autoridad.","Title/meta/H1 alineados con la intención y de calidad.","Sin cambios."
https://www.pinedayasociadoshn.com/blog/hondurenos-en-espana/tributar-espana-bienes-guia,tributar-espana-bienes-guia,"score=17 imp=47 ctr=2.13 pos=0","Tributación Honduras-España: Convenio y Modelo","Guía fiscal para hondureños en España: cómo aplicar el convenio de doble imposición y cumplir con el Modelo 720. Evite sanciones.","Tributar en España con bienes en Honduras",KEEP_NO_CHANGE,"Tributación Honduras-España: Convenio y Modelo","Guía fiscal para hondureños en España: cómo aplicar el convenio de doble imposición y cumplir con el Modelo 720. Evite sanciones.","Title/meta/H1 alineados (convenio de doble imposición, Modelo 720) y de calidad.","Sin cambios."
https://www.pinedayasociadoshn.com/blog/hondurenos-en-espana/herencias-transfronterizas-bienes,herencias-transfronterizas-bienes,"score=16 imp=39 ctr=2.56 pos=0","Herencia Transfronteriza Honduras-España","Qué ley se aplica a la sucesión, impuestos en cada país (Sucesiones en Honduras, ISD en España), modelo 720 y pasos prácticos tras un fallecimiento.","Herencia Transfronteriza Honduras-España",KEEP_NO_CHANGE,"Herencia Transfronteriza Honduras-España","Qué ley se aplica a la sucesión, impuestos en cada país (Sucesiones en Honduras, ISD en España), modelo 720 y pasos prácticos tras un fallecimiento.","Title/meta/H1 alineados (sucesión, ISD, Modelo 720) y de calidad.","Sin cambios."
https://www.pinedayasociadoshn.com/blog/derecho-laboral/contratos-empleadas-domesticas-obligaciones-honduras,contratos-empleadas-domesticas-obligaciones-honduras,"score=1 imp=0 ctr=0 pos=0","Contrato Empleada Doméstica Honduras | Pineda y Asociados","Conoce cómo regular el contrato de empleadas domésticas en Honduras. Evita reclamos con documentación legal, liquidaciones exactas y afiliación al IHSS.","Contratos para Empleadas Domésticas en Honduras",APPROVED_TITLE_META,"Contrato de empleada doméstica en Honduras","El contrato de empleadas domésticas en Honduras: derechos, obligaciones, documentación y afiliación al IHSS.","Marca en title y meta con 'Evita reclamos' (promesa). H1 ya válido.","METADATA_ONLY: IHSS ya citado en el body; sin hechos nuevos."
https://www.pinedayasociadoshn.com/blog/hondurenos-en-espana/arraigo-social-laboral-hondurenos-espana,arraigo-social-laboral-hondurenos-espana,"score=1 imp=0 ctr=0 pos=0","Arraigo Social y Laboral en España | Pineda y Asociados","Guía completa sobre requisitos y documentación para el arraigo social, laboral y familiar en España para ciudadanos hondureños. Consulte a expertos.","Arraigo social y laboral en España para",APPROVED_TITLE_META_H1,"Arraigo social y laboral en España: requisitos","Requisitos y documentación para el arraigo social, laboral y familiar en España para ciudadanos hondureños.","Marca en title, H1 truncado ('...España para') y meta con 'Guía completa'/'Consulte a expertos'.","METADATA_ONLY: sin hechos nuevos; requisitos ya en el body."
https://www.pinedayasociadoshn.com/blog/derecho-de-familia/pension-alimenticia-choluteca,pension-alimenticia-choluteca,"score=1 imp=0 ctr=0 pos=0","Pensión Alimenticia en Choluteca | Pineda y Asociados","Abogados de Familia en Choluteca. Conozca cómo solicitar la pensión alimenticia, requisitos del Juzgado de Familia y cómo embargar el salario por impago.","Pensión Alimenticia en Choluteca",APPROVED_TITLE_META,"Pensión alimenticia en Choluteca","Cómo solicitar la pensión alimenticia en Choluteca: requisitos ante el Juzgado de Familia y ejecución por incumplimiento.","Marca en title. H1 ya válido.","METADATA_ONLY: requisitos/ejecución ya en el body; sin cifras nuevas."
https://www.pinedayasociadoshn.com/blog/proceso-penal/sobreseimiento-definitivo-provisional,sobreseimiento-definitivo-provisional,"score=1 imp=0 ctr=0 pos=0","Sobreseimiento definitivo y provisional en Honduras","Cuándo una resolución cierra definitivamente el proceso y cuándo permite reapertura si aparecen nuevas pruebas dentro del plazo legal.","Sobreseimiento definitivo y provisional en Honduras",KEEP_NO_CHANGE,"Sobreseimiento definitivo y provisional en Honduras","Cuándo una resolución cierra definitivamente el proceso y cuándo permite reapertura si aparecen nuevas pruebas dentro del plazo legal.","Title/meta/H1 alineados y de calidad.","Sin cambios."
