url,slug,gsc_evidence,current_title,current_meta,current_h1,classification,approved_title,approved_meta,reason,legal_notes
https://www.pinedayasociadoshn.com/blog/derecho-ambiental/evaluacion-impacto-ambiental-honduras,evaluacion-impacto-ambiental-honduras,"score=0 imp=0 ctr=0 pos=0","Evaluación de Impacto Ambiental Honduras","Conozca el proceso, requisitos y marco legal de la Evaluación de Impacto Ambiental (EIA) en Honduras. Obtenga su licencia ambiental con asesoría experta.","Evaluación de Impacto Ambiental en Honduras",APPROVED_TITLE_META,"Evaluación de impacto ambiental en Honduras","El proceso, requisitos y marco legal de la Evaluación de Impacto Ambiental (EIA) en Honduras.","Title sin 'en' y meta con 'Conozca... asesoría experta'. H1 ya válido.","METADATA_ONLY: marco legal ya en el body; sin hechos nuevos."
https://www.pinedayasociadoshn.com/blog/derecho-aduanero/importar-mercancias-guia-aduanera,importar-mercancias-guia-aduanera,"score=0 imp=0 ctr=0 pos=0","Importar a Honduras: Requisitos | Pineda y Asociados","Guía completa sobre requisitos, impuestos (DAI, ISV) y despacho aduanero para importar a Honduras. Asesoría legal para importadores.","Guía completa para importar a Honduras",APPROVED_TITLE_META_H1,"Importar a Honduras: requisitos y despacho aduanero","Requisitos, impuestos (DAI, ISV) y despacho aduanero para importar a Honduras.","Marca en title, H1 con 'Guía completa' y meta con 'Guía completa... Asesoría legal'.","METADATA_ONLY: DAI/ISV ya citados en el body; sin hechos nuevos."
https://www.pinedayasociadoshn.com/blog/conciliacion-arbitraje/arbitraje-honduras-guia-completa,arbitraje-honduras-guia-completa,"score=0 imp=0 ctr=0 pos=0","Arbitraje en Honduras: ¿Cuándo Conviene? Todo lo","Descubra cuándo el arbitraje comercial en Honduras es la mejor opción. Conozca la Ley, los centros de arbitraje como la CCIT, ventajas, costos y la","Arbitraje en Honduras: ¿Cuándo Conviene? Todo lo",APPROVED_TITLE_META_H1,"Arbitraje en Honduras: cuándo conviene","Cuándo el arbitraje comercial en Honduras es la mejor opción: la Ley, los centros de arbitraje (CCIT), ventajas, costos y el proceso.","Title y H1 truncados ('Todo lo') y meta truncada. Se corrigen sin tocar el body.","METADATA_ONLY: CCIT/Ley ya citados en el body; sin cifras nuevas."
https://www.pinedayasociadoshn.com/blog/derecho-mercantil/contratos-franquicia-aspectos,contratos-franquicia-aspectos,"score=0 imp=0 ctr=0 pos=0","Contrato de franquicia en Honduras: cláusulas y riesgos","Cláusulas que conviene revisar en un contrato de franquicia en Honduras: territorio, regalías, uso de marca, terminación y solución de conflictos.","Contrato de franquicia en Honduras: cláusulas y riesgos",KEEP_NO_CHANGE,"Contrato de franquicia en Honduras: cláusulas y riesgos","Cláusulas que conviene revisar en un contrato de franquicia en Honduras: territorio, regalías, uso de marca, terminación y solución de conflictos.","Title/meta/H1 alineados y de calidad.","Sin cambios."
https://www.pinedayasociadoshn.com/blog/derecho-mercantil/abogado-empresas-san-lorenzo,abogado-empresas-san-lorenzo,"score=0 imp=0 ctr=0 pos=0","Abogado Empresarial San Lorenzo | Pineda y Asociados","Asesoría legal para empresas en San Lorenzo, Honduras. Constitución de sociedades, contratos, cumplimiento tributario y laboral. ¡Contáctenos!","Abogado Empresarial en San Lorenzo",APPROVED_TITLE_META,"Abogado empresarial en San Lorenzo","Asesoría legal para empresas en San Lorenzo: constitución de sociedades, contratos, cumplimiento tributario y laboral.","Marca en title y meta con '¡Contáctenos!'. H1 ya válido.","METADATA_ONLY: servicios ya en el body; sin hechos nuevos."
https://www.pinedayasociadoshn.com/blog/tributario/facturacion-electronica-requisitos-sar,facturacion-electronica-requisitos-sar,"score=0 imp=0 ctr=0 pos=0","Facturación electrónica Honduras: requisitos SAR","Conozca los requisitos, obligados, modalidades y controles del SAR relacionados con la facturación electrónica en Honduras.","Facturación Electrónica en Honduras",KEEP_NO_CHANGE,"Facturación electrónica Honduras: requisitos SAR","Conozca los requisitos, obligados, modalidades y controles del SAR relacionados con la facturación electrónica en Honduras.","Title/meta/H1 alineados y de calidad.","Sin cambios."
https://www.pinedayasociadoshn.com/blog/derecho-ambiental/delitos-ambientales-como-denunciarlos-honduras,delitos-ambientales-como-denunciarlos-honduras,"score=0 imp=0 ctr=0 pos=0","Delitos Ambientales en Honduras | Pineda y Asociados","Conozca los delitos ambientales en Honduras, cómo denunciarlos y las instituciones competentes. Información legal actualizada sobre protección ambiental.","Delitos ambientales en Honduras",APPROVED_TITLE_META,"Delitos ambientales en Honduras: cómo denunciarlos","Los delitos ambientales en Honduras, cómo denunciarlos y las instituciones competentes.","Marca en title y meta con 'Conozca... Información legal actualizada'. H1 ya válido.","METADATA_ONLY: sin hechos nuevos; instituciones ya en el body."
https://www.pinedayasociadoshn.com/blog/derecho-bancario/central-riesgos-honduras-consultar-impugnar,central-riesgos-honduras-consultar-impugnar,"score=0 imp=0 ctr=0 pos=0","Central de Riesgos Honduras: cómo consultar e impugnar","Consulte su historial en la Central de Riesgos de Honduras, detecte errores y conozca el proceso para impugnar información incorrecta.","Central de Riesgos en Honduras",APPROVED_TITLE_META,"Central de Riesgos en Honduras: cómo consultar e impugnar","Cómo consultar su historial en la Central de Riesgos de Honduras, detectar errores e impugnar información incorrecta.","Title sin 'en'. H1 ya válido.","METADATA_ONLY: sin hechos nuevos."
https://www.pinedayasociadoshn.com/blog/practica-legal/costos-honorarios-abogados-como-funcionan-honduras,costos-honorarios-abogados-como-funcionan-honduras,"score=0 imp=0 ctr=0 pos=0","Honorarios de Abogados en Honduras | Pineda y Asociados","Conozca cómo se fijan los honorarios de abogados en Honduras, modalidades de cobro, factores de costo y preguntas clave. Transparencia legal garantizada.","Honorarios de Abogados en Honduras",APPROVED_TITLE_META,"Honorarios de abogados en Honduras: cómo se fijan","Cómo se fijan los honorarios de abogados en Honduras: modalidades de cobro, factores de costo y preguntas clave.","Marca en title y meta con 'Conozca... Transparencia garantizada'. H1 ya válido.","METADATA_ONLY: sin hechos nuevos."
https://www.pinedayasociadoshn.com/blog/derecho-ambiental/derecho-ambiental-honduras,derecho-ambiental-honduras,"score=0 imp=0 ctr=0 pos=0","Derecho Ambiental Honduras: Licencias y Delitos","Conozca el derecho ambiental en Honduras: licencias, estudios de impacto, delitos y sanciones. Cumpla la normativa vigente.","Derecho Ambiental en Honduras: Licencias, Delitos",APPROVED_TITLE_META,"Derecho ambiental en Honduras: licencias y delitos","El derecho ambiental en Honduras: licencias, estudios de impacto, delitos y sanciones.","Title sin 'en'. H1 ya válido.","METADATA_ONLY: sin hechos nuevos."
