url,slug,gsc_evidence,current_title,current_meta,current_h1,classification,approved_title,approved_meta,reason,legal_notes
https://www.pinedayasociadoshn.com/blog/derecho-de-familia/pension-alimenticia-porcentaje-honduras-2026,pension-alimenticia-porcentaje-honduras-2026,"score=31 imp=2399 ctr=4.34 pos=4.2","Pensión Alimenticia en Honduras 2026: Porcentajes y Cálculo","Guía sobre la pensión alimenticia en Honduras para 2026: aprenda cómo el juez calcula la cuota según las necesidades del menor y los ingresos del","Pensión Alimenticia en Honduras 2026: Proporcionalidad y Cálculo",APPROVED_METADATA_ONLY,"Pensión Alimenticia en Honduras 2026: Porcentajes y Cálculo","Cómo calcula el juez la pensión alimenticia en Honduras en 2026: proporcionalidad según las necesidades del menor y los ingresos del progenitor.","Meta truncada ('y los ingresos del'). El año 2026 es parte del slug/URL (página anual de porcentajes), coherente con el contenido. Title y H1 ya válidos.","METADATA_ONLY: sin cifras nuevas; proporcionalidad ya está en el body."
https://www.pinedayasociadoshn.com/blog/proceso-penal/recursos-sentencia-penal-apelacion-casacion-honduras,recursos-sentencia-penal-apelacion-casacion-honduras,"score=31 imp=337 ctr=3.56 pos=3.2","Apelación y Casación Penal en Honduras | Pineda y Asociados","Guía sobre cómo recurrir una sentencia penal en Honduras. Diferencias entre apelación y casación ante la CSJ, plazos legales y errores comunes.","Recursos contra sentencia penal en Honduras",APPROVED_TITLE_META,"Apelación y casación penal en Honduras: cómo recurrir","Guía sobre cómo recurrir una sentencia penal en Honduras. Diferencias entre apelación y casación ante la CSJ, plazos legales y errores comunes.","Title con marca '| Pineda y Asociados'. H1 ya válido.","METADATA_ONLY: apelación/casación ya presentes en el body; sin cifras nuevas."
https://www.pinedayasociadoshn.com/blog/derecho-aduanero/importaciones-san-lorenzo,importaciones-san-lorenzo,"score=30 imp=48 ctr=2.08 pos=7","Importaciones San Lorenzo | Pineda y Asociados","Conozca los requisitos, impuestos (DAI, ISV) y pasos para importar por San Lorenzo, Honduras. Cumpla con el CAUCA y ARSA. Asesoría legal aduanera.","Importaciones en San Lorenzo",APPROVED_TITLE_META,"Importaciones en San Lorenzo: requisitos y pasos","Requisitos, impuestos (DAI, ISV) y pasos para importar por San Lorenzo, Honduras, conforme al CAUCA y la ARSA.","Title con marca y meta con 'Asesoría legal aduanera' (promocional). H1 ya válido.","METADATA_ONLY: DAI/ISV/CAUCA/ARSA ya presentes en el body; sin hechos nuevos."
https://www.pinedayasociadoshn.com/blog/derecho-penal/antejuicio-en-honduras,antejuicio-en-honduras,"score=30 imp=50 ctr=2 pos=5.7","Antejuicio en Honduras: Proceso | Pineda y Asociados","Entienda el antejuicio en Honduras: a quién aplica, cómo funciona el proceso y su marco legal. Protege la función pública, no la impunidad.","Antejuicio en Honduras: qué es",APPROVED_TITLE_META,"Antejuicio en Honduras: qué es y cómo funciona","Entienda el antejuicio en Honduras: a quién aplica, cómo funciona el proceso y su marco legal. Protege la función pública, no la impunidad.","Title con marca y redundancia 'Proceso'. H1 ya válido.","METADATA_ONLY: sin hechos nuevos; el body ya distingue antejuicio de impunidad."
https://www.pinedayasociadoshn.com/blog/derecho-civil/danos-perjuicios-indemnizacion-honduras,danos-perjuicios-indemnizacion-honduras,"score=29 imp=1107 ctr=4.34 pos=5.9","Daños y Perjuicios en Honduras: Cómo Reclamar","Requisitos y pasos para reclamar daños y perjuicios en Honduras: tipos de indemnización, plazos, documentos y procedimiento judicial.","Daños y Perjuicios en Honduras: Cómo Reclamar",KEEP_NO_CHANGE,"Daños y Perjuicios en Honduras: Cómo Reclamar","Requisitos y pasos para reclamar daños y perjuicios en Honduras: tipos de indemnización, plazos, documentos y procedimiento judicial.","Title/meta/H1 alineados y de calidad; CTR 4.34 y posición 5.9 saludables.","Sin cambios."
https://www.pinedayasociadoshn.com/blog/conciliacion-arbitraje/centro-conciliacion-arbitraje-ccic,centro-conciliacion-arbitraje-ccic,"score=28 imp=24 ctr=0 pos=0","Arbitraje Comercial en la CCIC | Pineda y Asociados","Conozca cómo resolver disputas corporativas rápidamente a través del Centro de Conciliación y Arbitraje de la CCIC en San Pedro Sula. Ley aplicable y","Conciliación y arbitraje en el CCIC de Honduras",APPROVED_TITLE_META,"Arbitraje y conciliación en la CCIC de Honduras","Cómo resolver disputas comerciales mediante conciliación y arbitraje en el Centro de la CCIC de San Pedro Sula: proceso y ley aplicable.","Title con marca y meta truncada ('Ley aplicable y'). H1 ya válido.","METADATA_ONLY: conciliación/arbitraje CCIC ya presentes en el body; sin hechos nuevos."
https://www.pinedayasociadoshn.com/blog/derechos-ciudadanos/proteccion-datos-personales-derechos-arco-honduras,proteccion-datos-personales-derechos-arco-honduras,"score=28 imp=56 ctr=7.14 pos=6","Derechos ARCO en Honduras: Cómo Ejercerlos","Derechos de acceso, rectificación, cancelación y oposición (ARCO) en Honduras. Cómo solicitar información y proteger sus datos personales.","Derechos ARCO en Honduras: Cómo Ejercerlos",KEEP_NO_CHANGE,"Derechos ARCO en Honduras: Cómo Ejercerlos","Derechos de acceso, rectificación, cancelación y oposición (ARCO) en Honduras. Cómo solicitar información y proteger sus datos personales.","Title/meta/H1 alineados y de calidad; CTR 7.14 alto. Sin cambios justificados.","Sin cambios."
https://www.pinedayasociadoshn.com/blog/derecho-mercantil/incumplimiento-contrato-comercial-honduras,incumplimiento-contrato-comercial-honduras,"score=28 imp=26 ctr=0 pos=0","Incumplimiento de Contrato en Honduras | Pineda y Asociados","Sepa qué hacer ante un incumplimiento de contrato en Honduras. Conozca sus derechos, plazos y acciones legales según el Código de Comercio.","Incumplimiento de contrato en Honduras",APPROVED_TITLE_META,"Incumplimiento de contrato en Honduras: qué hacer","Sepa qué hacer ante un incumplimiento de contrato en Honduras. Conozca sus derechos, plazos y acciones legales según el Código de Comercio.","Title con marca. H1 ya válido.","METADATA_ONLY: Código de Comercio ya citado en el body; sin hechos nuevos."
https://www.pinedayasociadoshn.com/blog/derecho-civil/testamentos-sucesiones-herencia-honduras,testamentos-sucesiones-herencia-honduras,"score=28 imp=139 ctr=2.88 pos=4.3","Testamentos y sucesiones en Honduras | Pineda y Asociados","Conozca cómo se tramita una sucesión en Honduras, qué cambia si existe testamento y qué documentos reunir para el trámite hereditario.","Testamentos y sucesiones en Honduras: trámites hereditarios",APPROVED_TITLE_META,"Testamentos y sucesiones en Honduras: trámites","Conozca cómo se tramita una sucesión en Honduras, qué cambia si existe testamento y qué documentos reunir para el trámite hereditario.","Title con marca. H1 ya válido.","METADATA_ONLY: trámites hereditarios ya presentes en el body."
https://www.pinedayasociadoshn.com/blog/derecho-bancario/derechos-consumidor-financiero-honduras-cnbs,derechos-consumidor-financiero-honduras-cnbs,"score=28 imp=27 ctr=0 pos=0","Derechos Consumidor Financiero Honduras | Pineda y Asociados","Conozca sus derechos como consumidor financiero en Honduras. Aprenda a reclamar ante bancos y la CNBS por cobros indebidos o prácticas abusivas.","Derechos del consumidor financiero en Honduras",APPROVED_TITLE_META,"Derechos del consumidor financiero en Honduras","Conozca sus derechos como consumidor financiero en Honduras. Aprenda a reclamar ante bancos y la CNBS por cobros indebidos o prácticas abusivas.","Title con marca y orden atípico. H1 ya válido.","METADATA_ONLY: CNBS ya citada en el body; sin hechos nuevos."
