url,baseline_date,title_before,gsc_before,title_after,meta_after,h1_after,content_changes,measurement_start,measurement_end
https://www.pinedayasociadoshn.com/blog/derecho-laboral/abogado-laboral-choluteca,2026-08-04,"Abogado Laboral Choluteca: Despidos | Pineda y Asociados","score=22 imp=11 ctr=9.09 pos=4","Abogado laboral en Choluteca: despidos y liquidación","Asesoría laboral en Choluteca ante un despido injustificado: liquidación, prestaciones y opciones de reclamación.","sin cambio (h1 intacto)",metadata_only,2026-08-04,2026-09-01
https://www.pinedayasociadoshn.com/blog/practica-legal/constituir-empresa-guia-paso-a-paso-honduras,2026-08-04,"Constituir Empresa en Honduras | Pineda y Asociados","score=19 imp=223 ctr=2.24 pos=42.2","Constituir una empresa en Honduras: pasos y requisitos","Pasos, requisitos y costos para constituir una empresa en Honduras: trámite ante el registro y marco legal aplicable.","sin cambio (h1 intacto)",metadata_only,2026-08-04,2026-09-01
https://www.pinedayasociadoshn.com/blog/regulacion-sanitaria/responsabilidad-medica-mala-praxis-honduras,2026-08-04,"Mala Praxis Médica en Honduras | Pineda y Asociados","score=18 imp=130 ctr=7.69 pos=22.5","Mala praxis médica en Honduras: cómo reclamar","Sus derechos y cómo reclamar indemnización por mala praxis médica en Honduras: plazos, ley y pasos a seguir.","Mala praxis médica en Honduras: cómo reclamar",metadata_only,2026-08-04,2026-09-01
https://www.pinedayasociadoshn.com/blog/derecho-penal/allanamiento-ilegal-violacion-domicilio-honduras,2026-08-04,"Allanamiento en Honduras: Derechos y Qué Hacer","score=17 imp=49 ctr=2.04 pos=0","(sin cambio)","(sin cambio)","(sin cambio)",NO_CHANGE,,
https://www.pinedayasociadoshn.com/blog/hondurenos-en-espana/tributar-espana-bienes-guia,2026-08-04,"Tributación Honduras-España: Convenio y Modelo","score=17 imp=47 ctr=2.13 pos=0","(sin cambio)","(sin cambio)","(sin cambio)",NO_CHANGE,,
https://www.pinedayasociadoshn.com/blog/hondurenos-en-espana/herencias-transfronterizas-bienes,2026-08-04,"Herencia Transfronteriza Honduras-España","score=16 imp=39 ctr=2.56 pos=0","(sin cambio)","(sin cambio)","(sin cambio)",NO_CHANGE,,
https://www.pinedayasociadoshn.com/blog/derecho-laboral/contratos-empleadas-domesticas-obligaciones-honduras,2026-08-04,"Contrato Empleada Doméstica Honduras | Pineda y Asociados","score=1 imp=0 ctr=0 pos=0","Contrato de empleada doméstica en Honduras","El contrato de empleadas domésticas en Honduras: derechos, obligaciones, documentación y afiliación al IHSS.","sin cambio (h1 intacto)",metadata_only,2026-08-04,2026-09-01
https://www.pinedayasociadoshn.com/blog/hondurenos-en-espana/arraigo-social-laboral-hondurenos-espana,2026-08-04,"Arraigo Social y Laboral en España | Pineda y Asociados","score=1 imp=0 ctr=0 pos=0","Arraigo social y laboral en España: requisitos","Requisitos y documentación para el arraigo social, laboral y familiar en España para ciudadanos hondureños.","Arraigo social y laboral en España: requisitos",metadata_only,2026-08-04,2026-09-01
https://www.pinedayasociadoshn.com/blog/derecho-de-familia/pension-alimenticia-choluteca,2026-08-04,"Pensión Alimenticia en Choluteca | Pineda y Asociados","score=1 imp=0 ctr=0 pos=0","Pensión alimenticia en Choluteca","Cómo solicitar la pensión alimenticia en Choluteca: requisitos ante el Juzgado de Familia y ejecución por incumplimiento.","sin cambio (h1 intacto)",metadata_only,2026-08-04,2026-09-01
https://www.pinedayasociadoshn.com/blog/proceso-penal/sobreseimiento-definitivo-provisional,2026-08-04,"Sobreseimiento definitivo y provisional en Honduras","score=1 imp=0 ctr=0 pos=0","(sin cambio)","(sin cambio)","(sin cambio)",NO_CHANGE,,
https://www.pinedayasociadoshn.com/blog/derecho-de-familia/abogado-familia-choluteca,2026-08-04,"Abogado de Familia Choluteca: Divorcio | Pineda y Asociados","score=1 imp=0 ctr=0 pos=0","Abogado de familia en Choluteca: divorcio y pensiones","Asesoría en derecho de familia en Choluteca: divorcios, pensiones alimenticias y custodia de los hijos.","sin cambio (h1 intacto)",metadata_only,2026-08-04,2026-09-01
https://www.pinedayasociadoshn.com/blog/derecho-penal/derechos-detenido-honduras-guia-constitucional,2026-08-04,"Derechos del detenido en Honduras: explicación práctica","score=1 imp=0 ctr=0 pos=0","(sin cambio)","(sin cambio)","(sin cambio)",NO_CHANGE,,
https://www.pinedayasociadoshn.com/blog/derecho-notarial/poder-notarial-honduras-tipos-requisitos,2026-08-04,"Poderes Notariales en Honduras | Pineda y Asociados","score=1 imp=0 ctr=0 pos=0","Poderes notariales en Honduras: tipos y requisitos","Los 4 tipos de poderes notariales en Honduras, sus requisitos y cómo revocarlos.","sin cambio (h1 intacto)",metadata_only,2026-08-04,2026-09-01
https://www.pinedayasociadoshn.com/blog/derecho-laboral/contratos-trabajo-tipos-clausulas-honduras,2026-08-04,"Contratos de Trabajo en Honduras | Pineda y Asociados","score=1 imp=0 ctr=0 pos=0","Contratos de trabajo en Honduras: tipos y cláusulas","Los tipos de contratos de trabajo en Honduras, cláusulas esenciales y qué hacer si el empleador no entrega uno.","sin cambio (h1 intacto)",metadata_only,2026-08-04,2026-09-01
https://www.pinedayasociadoshn.com/blog/derecho-penal/abogado-penalista-sur-honduras,2026-08-04,"Abogado Penalista Sur Honduras | Pineda y Asociados","score=1 imp=0 ctr=0 pos=0","Abogado penalista en el sur de Honduras","Por qué conviene un abogado penalista local en el sur de Honduras (Nacaome, Choluteca) para su defensa: cercanía y conocimiento del foro.","sin cambio (h1 intacto)",metadata_only,2026-08-04,2026-09-01
