url,baseline_date,title_before,gsc_before,title_after,meta_after,h1_after,content_changes,measurement_start,measurement_end
https://www.pinedayasociadoshn.com/blog/derechos-ciudadanos/presentar-denuncia-conadeh-honduras,2026-08-04,"Denuncia CONADEH Honduras: Guía Completa","score=27 imp=152 ctr=3.29 pos=16.7","Cómo presentar una denuncia ante el CONADEH en Honduras","Cómo presentar una queja ante el CONADEH en Honduras: procedimiento, tipos de casos, facultades y oficinas regionales.","Cómo presentar una denuncia ante el CONADEH en Honduras",metadata_only,2026-08-04,2026-09-01
https://www.pinedayasociadoshn.com/blog/derecho-penal/defensa-penal-honduras,2026-08-04,"Defensa penal en Honduras: guía de las primeras actuaciones","score=27 imp=8 ctr=0 pos=0","(sin cambio)","(sin cambio)","(sin cambio)",NO_CHANGE,,
https://www.pinedayasociadoshn.com/blog/practica-legal/preguntas-frecuentes-antes-contratar-abogado-honduras,2026-08-04,"Cómo Elegir Abogado en Honduras: Preguntas Clave","score=27 imp=16 ctr=0 pos=0","(sin cambio)","(sin cambio)","(sin cambio)",NO_CHANGE,,
https://www.pinedayasociadoshn.com/blog/derecho-civil/errores-contratos-civiles-honduras,2026-08-04,"Errores Comunes al Redactar Contratos en Honduras","score=27 imp=18 ctr=0 pos=0","(sin cambio)","(sin cambio)","(sin cambio)",NO_CHANGE,,
https://www.pinedayasociadoshn.com/blog/derecho-laboral/acoso-laboral-mobbing-honduras,2026-08-04,"Acoso Laboral en Honduras: Leyes | Pineda y Asociados","score=26 imp=6 ctr=0 pos=0","Acoso laboral en Honduras: leyes y denuncia","Conozca cómo identificar y denunciar el acoso laboral en Honduras. Explicación del despido indirecto (Art. 114) y el acoso vertical (Art. 294 CP).","sin cambio (h1 intacto)",metadata_only,2026-08-04,2026-09-01
https://www.pinedayasociadoshn.com/blog/propiedad-intelectual/contratos-confidencialidad-nda-secreto-comercial-honduras,2026-08-04,"Acuerdo de Confidencialidad Honduras | Pineda y Asociados","score=26 imp=95 ctr=3.16 pos=3.5","Acuerdo de confidencialidad (NDA) en Honduras","Proteja sus secretos comerciales con un Acuerdo de Confidencialidad (NDA) en Honduras. Conozca cláusulas esenciales, marco legal y errores comunes.","sin cambio (h1 intacto)",metadata_only,2026-08-04,2026-09-01
https://www.pinedayasociadoshn.com/blog/derecho-administrativo/recurso-de-amparo-honduras-guia-completa,2026-08-04,"Recurso de Amparo Honduras: Guía y Procedimiento","score=26 imp=117 ctr=1.71 pos=17","Recurso de amparo en Honduras: procedimiento y plazos","El Recurso de Amparo en Honduras: para qué sirve, cuándo procede, plazos y procedimiento ante la Sala de lo Constitucional de la CSJ.","Recurso de amparo en Honduras: procedimiento y plazos",metadata_only,2026-08-04,2026-09-01
https://www.pinedayasociadoshn.com/blog/derecho-bancario/ejecucion-hipotecaria-honduras-que-hacer,2026-08-04,"Ejecución Hipotecaria Honduras | Pineda y Asociados","score=25 imp=77 ctr=6.49 pos=3.3","Ejecución hipotecaria en Honduras: qué hacer","Sus derechos y opciones legales ante una ejecución hipotecaria en Honduras: pasos para proteger su vivienda.","sin cambio (h1 intacto)",metadata_only,2026-08-04,2026-09-01
https://www.pinedayasociadoshn.com/blog/derecho-civil/clausulas-abusivas-contratos-como-detectar-honduras,2026-08-04,"Cláusulas Abusivas Honduras: Anulación y Defensa","score=25 imp=45 ctr=4.44 pos=4","Cláusulas abusivas en Honduras: cómo detectarlas","Cómo detectar y anular cláusulas abusivas en contratos en Honduras: sus derechos y los pasos legales para defenderse.","sin cambio (h1 intacto)",metadata_only,2026-08-04,2026-09-01
https://www.pinedayasociadoshn.com/blog/derecho-de-familia/adopcion-requisitos-proceso-honduras,2026-08-04,"Adopción en Honduras: Requisitos y Proceso Legal","score=25 imp=5 ctr=0 pos=0","(sin cambio)","(sin cambio)","(sin cambio)",NO_CHANGE,,
https://www.pinedayasociadoshn.com/blog/derecho-aduanero/abogado-aduanero-san-lorenzo,2026-08-04,"Abogado Aduanero San Lorenzo | Pineda y Asociados","score=25 imp=11 ctr=0 pos=0","Abogado aduanero en San Lorenzo, Honduras","Asesoría legal aduanera en San Lorenzo, Honduras, para importaciones y exportaciones: trámites, multas y retenciones aduaneras.","Abogado aduanero en San Lorenzo, Honduras",metadata_only,2026-08-04,2026-09-01
https://www.pinedayasociadoshn.com/blog/derecho-ambiental/derechos-indigenas-consulta-previa-honduras,2026-08-04,"Derechos Indígenas y Consulta Previa en Honduras","score=25 imp=11 ctr=0 pos=0","Derechos indígenas y consulta previa en Honduras","Derechos de los pueblos indígenas en Honduras: marco legal del Convenio 169 de la OIT y consulta previa, libre e informada.","Derechos indígenas y consulta previa en Honduras",metadata_only,2026-08-04,2026-09-01
https://www.pinedayasociadoshn.com/blog/derecho-penal/violencia-domestica-ruta-legal-honduras,2026-08-04,"Violencia Doméstica Honduras: Cómo Denunciar","score=23 imp=2 ctr=0 pos=46","(sin cambio)","(sin cambio)","(sin cambio)",NO_CHANGE,,
https://www.pinedayasociadoshn.com/blog/derechos-ciudadanos/libertad-expresion-redes-sociales-honduras,2026-08-04,"Libertad de Expresión vs. Calumnia en Honduras","score=23 imp=4 ctr=0 pos=0","(sin cambio)","(sin cambio)","(sin cambio)",NO_CHANGE,,
https://www.pinedayasociadoshn.com/blog/extranjeria-migracion/residencia-temporal-requisitos-plazos-honduras,2026-08-04,"Residencia Temporal en Honduras | Pineda y Asociados","score=22 imp=280 ctr=0.36 pos=21","Residencia temporal en Honduras: requisitos y plazos","Requisitos del INM y plazos para obtener la residencia temporal en Honduras por trabajo, inversión, estudios o matrimonio.","sin cambio (h1 intacto)",metadata_only,2026-08-04,2026-09-01
