url,slug,gsc_evidence,current_title,current_meta,current_h1,classification,approved_title,approved_meta,reason,legal_notes
https://www.pinedayasociadoshn.com/blog/derecho-civil/cobro-deudas-choluteca,cobro-deudas-choluteca,"score=46 imp=27 ctr=0 pos=8.5","Cobro Judicial de Deudas en Choluteca | Pineda y Asociados","Recupere sus deudas judicialmente en Choluteca. Conozca el proceso, plazos y base legal en Honduras. Abogados expertos cobran solo si usted cobra.","Cobro Judicial de Deudas en Choluteca",APPROVED_TITLE_META,"Cobro judicial de deudas en Choluteca","Cómo reclamar judicialmente el cobro de deudas en Choluteca: proceso, plazos, base legal y documentos que necesita en Honduras.","Title con marca '| Pineda y Asociados' que desperdicia caracteres y meta con claim 'cobran solo si usted cobra' (no verificado). H1 ya válido.","METADATA_ONLY: se elimina el claim contingente; no se añaden cifras."
https://www.pinedayasociadoshn.com/blog/derecho-civil/accidente-transito-choluteca,accidente-transito-choluteca,"score=46 imp=28 ctr=0 pos=11.5","Accidentes de Tránsito en Choluteca | Pineda y Asociados","Guía completa sobre cómo reclamar indemnización por accidentes de tránsito en Choluteca, Honduras. Conozca el marco legal, pasos y derechos.","Accidente de Tránsito en Choluteca",APPROVED_TITLE_META,"Accidente de tránsito en Choluteca: cómo reclamar","Qué hacer tras un accidente de tránsito en Choluteca y cómo reclamar indemnización: pasos, marco legal y derechos de la víctima.","Title con marca y meta con 'Guía completa' (plantilla). H1 ya válido.","METADATA_ONLY: sin cifras ni hechos nuevos; reclamar indemnización ya está en el body."
https://www.pinedayasociadoshn.com/blog/derecho-mercantil/tipos-sociedad-mercantil-honduras,tipos-sociedad-mercantil-honduras,"score=40 imp=2 ctr=0 pos=10.5","Tipos de Sociedades Mercantiles en Honduras","Descubra los tipos de sociedades mercantiles en Honduras (S.A., S. de R.L., E.I.R.L.) y elija la más adecuada para su negocio.","Tipos de Sociedad Mercantil en Honduras",KEEP_NO_CHANGE,"Tipos de Sociedades Mercantiles en Honduras","Descubra los tipos de sociedades mercantiles en Honduras (S.A., S. de R.L., E.I.R.L.) y elija la más adecuada para su negocio.","Datos muy bajos (2 impresiones). Title/meta/H1 de calidad y alineados. Se difiere (INSUFFICIENT_DATA).","Sin cambios."
https://www.pinedayasociadoshn.com/blog/derecho-penal/diferencia-denuncia-querella-acusacion-honduras,diferencia-denuncia-querella-acusacion-honduras,"score=37 imp=332 ctr=2.71 pos=6.9","Denuncia vs querella y acusación en Honduras en Honduras (20","Quién puede informar un delito, cómo participa la víctima y cuándo formaliza la acusación el Ministerio Público en Honduras.","Denuncia vs querella y acusación en Honduras",APPROVED_TITLE_META,"Denuncia, querella y acusación en Honduras: diferencias","Quién puede informar un delito, cómo participa la víctima y cuándo formaliza la acusación el Ministerio Público en Honduras.","Title truncado y con duplicidad 'en Honduras en Honduras'. La meta actual es válida y se conserva. H1 válido.","METADATA_ONLY: restatement del contenido del body (rol del Ministerio Público)."
https://www.pinedayasociadoshn.com/blog/derecho-civil/contratos-arrendamiento-derechos-obligaciones-honduras,contratos-arrendamiento-derechos-obligaciones-honduras,"score=37 imp=334 ctr=0.9 pos=8","Arrendamiento en Honduras: derechos y obligaciones","Conozca los derechos y obligaciones de inquilinos y propietarios en Honduras: contrato, depósito, reparaciones, mora y desalojo.","Contratos de Arrendamiento en Honduras",APPROVED_METADATA_ONLY,"Arrendamiento en Honduras: derechos y obligaciones","Derechos y obligaciones de inquilinos y propietarios en Honduras: contrato, depósito, reparaciones, mora y desalojo.","Meta promocional ('Conozca los'). Title y H1 ya válidos (se conservan).","METADATA_ONLY: sin cifras; conceptos ya presentes en el body."
https://www.pinedayasociadoshn.com/blog/derecho-penal/fianza-medidas-cautelares-proceso-penal-honduras,fianza-medidas-cautelares-proceso-penal-honduras,"score=37 imp=105 ctr=0.95 pos=11.4","Fianzas y Medidas Cautelares en Honduras","Conozca las fianzas y medidas cautelares en Honduras según el Código Procesal Penal (Decreto 9-99-E). Asegure su defensa y libertad durante el proceso.","Fianzas y Medidas Cautelares en el Proceso Penal",KEEP_NO_CHANGE,"Fianzas y Medidas Cautelares en Honduras","Conozca las fianzas y medidas cautelares en Honduras según el Código Procesal Penal (Decreto 9-99-E). Asegure su defensa y libertad durante el proceso.","Title/meta/H1 adecuados y alineados (Código Procesal Penal Decreto 9-99-E ya citado). CTR bajo a posición 11.4 se explica por competencia SERP, no por metadata.","Sin cambios."
https://www.pinedayasociadoshn.com/blog/derecho-mercantil/contratos-mercantiles-esenciales-empresas-honduras,contratos-mercantiles-esenciales-empresas-honduras,"score=37 imp=445 ctr=6.52 pos=7.1","Contratos Mercantiles en Honduras: Guía Esencial","Conozca los 5 contratos mercantiles esenciales en Honduras: compraventa, distribución, agencia, franquicia y suministro. Proteja su empresa con","Contratos Mercantiles en Honduras: 5 Esenciales",APPROVED_TITLE_META,"Contratos mercantiles esenciales en Honduras","Los 5 contratos mercantiles esenciales en Honduras: compraventa, distribución, agencia, franquicia y suministro, y cómo proteger su empresa.","Title con 'Guía Esencial' (plantilla) y meta truncada ('Proteja su empresa con'). H1 ya válido.","METADATA_ONLY: los 5 contratos ya están en el body; sin hechos nuevos."
https://www.pinedayasociadoshn.com/blog/extranjeria-migracion/naturalizacion-nacionalidad-hondurena,naturalizacion-nacionalidad-hondurena,"score=36 imp=853 ctr=0.94 pos=8.9","Naturalización en Honduras: Guía Completa 2026","Obtenga la nacionalidad hondureña por naturalización. Conozca requisitos, documentos y el proceso legal ante el Congreso Nacional.","Naturalización en Honduras: Guía para Obtener",APPROVED_TITLE_META_H1,"Naturalización en Honduras: requisitos y proceso","Requisitos, documentos y el proceso para obtener la nacionalidad hondureña por naturalización ante el Congreso Nacional.","Title con 'Guía Completa 2026' (año no verificado) y meta con 'Obtenga' (promocional). H1 con 'Guía para Obtener' (plantilla).","METADATA_ONLY: proceso ante el Congreso Nacional ya está en el body; sin cifras nuevas."
https://www.pinedayasociadoshn.com/blog/regulacion-sanitaria/registro-medicamentos-productos-farmaceuticos-honduras,registro-medicamentos-productos-farmaceuticos-honduras,"score=35 imp=246 ctr=0.41 pos=7.3","Registro de Medicamentos en Honduras | Pineda y Asociados","Requisitos técnicos para el registro de medicamentos en Honduras ante la ARSA: certificado OMS, BPM, estudios de estabilidad zona IV, etiquetado en","Registro de medicamentos en Honduras",APPROVED_TITLE_META,"Registro de medicamentos en Honduras: requisitos ARSA","Requisitos técnicos para el registro de medicamentos en Honduras ante la ARSA: certificado OMS, buenas prácticas de manufactura, estabilidad y etiquetado.","Title con marca '| Pineda y Asociados' y meta truncada ('etiquetado en'). H1 ya válido.","METADATA_ONLY: requisitos ARSA ya presentes en el body; sin cifras nuevas."
https://www.pinedayasociadoshn.com/blog/derecho-mercantil/competencia-desleal-como-denunciar-honduras,competencia-desleal-como-denunciar-honduras,"score=35 imp=251 ctr=5.18 pos=7","Competencia Desleal Honduras: Denuncia y Leyes","Confusión, denigración, engaño, aprovechamiento de la reputación ajena y violación de secretos. Vías: Instituto de la Propiedad, demanda judicial y","Competencia Desleal en Honduras",APPROVED_TITLE_META,"Competencia desleal en Honduras: cómo denunciarla","Actos de competencia desleal en Honduras (confusión, engaño, denigración, secretos) y vías para denunciarlos: Instituto de la Propiedad y demanda judicial.","Title con orden atípico y meta truncada ('demanda judicial y'). H1 ya válido.","METADATA_ONLY: actos y vías ya presentes en el body; sin hechos nuevos."
