"slug","url","area","title","primary_query","gsc_impressions","gsc_clicks","action","reason","author_proposed","reviewer_proposed","source_status","content_status","review_status","target_batch","query_decision"
"devolucion-impuestos-como-solicitarla-honduras","https://www.pinedayasociadoshn.com/blog/tributario/devolucion-impuestos-como-solicitarla-honduras","tributario","Devolución de impuestos en Honduras","","0","0","HUMAN_ASSIGNMENT_REQUIRED","No existe responsable humano confirmado para el área","HUMAN_ASSIGNMENT_REQUIRED","","SOURCE_DETECTED_NOT_REVERIFIED","BASELINE_PRESENT","lawyer_review_pending",""
"tarjetas-credito-intereses-cargos-defensa-honduras","https://www.pinedayasociadoshn.com/blog/derecho-bancario/tarjetas-credito-intereses-cargos-defensa-honduras","derecho-bancario","Tarjetas de Crédito en Honduras","","0","0","HUMAN_ASSIGNMENT_REQUIRED","No existe responsable humano confirmado para el área","HUMAN_ASSIGNMENT_REQUIRED","","OFFICIAL_SOURCES_REQUIRED","BASELINE_PRESENT","lawyer_review_pending",""
"registro-medicamentos-productos-farmaceuticos-honduras","https://www.pinedayasociadoshn.com/blog/regulacion-sanitaria/registro-medicamentos-productos-farmaceuticos-honduras","regulacion-sanitaria","Registro de medicamentos en Honduras","registrar medicamento","1","0","HUMAN_ASSIGNMENT_REQUIRED","No existe responsable humano confirmado para el área","HUMAN_ASSIGNMENT_REQUIRED","","OFFICIAL_SOURCES_REQUIRED","BASELINE_PRESENT","lawyer_review_pending",""
"contratos-empleadas-domesticas-obligaciones-honduras","https://www.pinedayasociadoshn.com/blog/derecho-laboral/contratos-empleadas-domesticas-obligaciones-honduras","derecho-laboral","Contratos para Empleadas Domésticas en Honduras","","0","0","CONTENT_UPDATE","Sin fuente oficial detectada","Emil Barahona","Thania Marlene Paz","OFFICIAL_SOURCES_REQUIRED","BASELINE_PRESENT","lawyer_review_pending",""
"registro-sanitario-alimentos-arsa-paso-a-paso-honduras","https://www.pinedayasociadoshn.com/blog/regulacion-sanitaria/registro-sanitario-alimentos-arsa-paso-a-paso-honduras","regulacion-sanitaria","Registro Sanitario de Alimentos en Honduras","requisitos registro sanitario alimentos","6","0","HUMAN_ASSIGNMENT_REQUIRED","No existe responsable humano confirmado para el área","HUMAN_ASSIGNMENT_REQUIRED","","SOURCE_DETECTED_NOT_REVERIFIED","SUPERFICIAL","lawyer_review_pending",""
"arraigo-social-laboral-hondurenos-espana","https://www.pinedayasociadoshn.com/blog/hondurenos-en-espana/arraigo-social-laboral-hondurenos-espana","hondurenos-en-espana","Arraigo social y laboral en España para","","0","0","HUMAN_ASSIGNMENT_REQUIRED","No existe responsable humano confirmado para el área","HUMAN_ASSIGNMENT_REQUIRED","","OFFICIAL_SOURCES_REQUIRED","BASELINE_PRESENT","lawyer_review_pending",""
"pineda-asociados-bufete-multidisciplinario-honduras","https://www.pinedayasociadoshn.com/blog/practica-legal/pineda-asociados-bufete-multidisciplinario-honduras","practica-legal","Bufete Multidisciplinario en Honduras","","0","0","HUMAN_ASSIGNMENT_REQUIRED","No existe responsable humano confirmado para el área","HUMAN_ASSIGNMENT_REQUIRED","","OFFICIAL_SOURCES_REQUIRED","BASELINE_PRESENT","lawyer_review_pending",""
"zonas-libres-zoli-beneficios-fiscales-honduras","https://www.pinedayasociadoshn.com/blog/derecho-aduanero/zonas-libres-zoli-beneficios-fiscales-honduras","derecho-aduanero","Zonas Libres en Honduras (ZOLI): Beneficios Fiscales y Requisitos Legales","","0","0","HUMAN_ASSIGNMENT_REQUIRED","No existe responsable humano confirmado para el área","HUMAN_ASSIGNMENT_REQUIRED","","OFFICIAL_SOURCES_REQUIRED","BASELINE_PRESENT","lawyer_review_pending",""
"habilitacion-clinicas-hospitales","https://www.pinedayasociadoshn.com/blog/regulacion-sanitaria/habilitacion-clinicas-hospitales","regulacion-sanitaria","Licencia Sanitaria en Honduras: Guía Completa","","0","0","HUMAN_ASSIGNMENT_REQUIRED","No existe responsable humano confirmado para el área","HUMAN_ASSIGNMENT_REQUIRED","","OFFICIAL_SOURCES_REQUIRED","BASELINE_PRESENT","lawyer_review_pending",""
"reformas-legales-recientes-honduras","https://www.pinedayasociadoshn.com/blog/noticias-legales/reformas-legales-recientes-honduras","noticias-legales","Reformas Legales Honduras 2024: Guía Completa","","0","0","HUMAN_ASSIGNMENT_REQUIRED","No existe responsable humano confirmado para el área","HUMAN_ASSIGNMENT_REQUIRED","","OFFICIAL_SOURCES_REQUIRED","BASELINE_PRESENT","lawyer_review_pending",""
"contratos-mercantiles-proteger-negocio","https://www.pinedayasociadoshn.com/blog/derecho-mercantil/contratos-mercantiles-proteger-negocio","derecho-mercantil","Contratos mercantiles: claves para proteger tu negocio","","0","0","CONTENT_UPDATE","Sin fuente oficial detectada","Thania Marlene Paz","Emil Barahona","OFFICIAL_SOURCES_REQUIRED","BASELINE_PRESENT","lawyer_review_pending",""
